timestamp,message
1767897156765,"warning ""workspace-aggregator-8d0c48a9-eccf-4389-b95a-3b2056f09020 > amplify-category-api-e2e-tests > aws-appsync > apollo-link@1.2.5"" has incorrect peer dependency ""graphql@^0.11.3 || ^0.12.3 || ^0.13.0 || ^14.0.0"".
"
1767897156765,"warning ""workspace-aggregator-8d0c48a9-eccf-4389-b95a-3b2056f09020 > amplify-category-api-e2e-tests > aws-appsync > apollo-link-http@1.5.8"" has incorrect peer dependency ""graphql@^0.11.0 || ^0.12.0 || ^0.13.0 || ^14.0.0"".
"
1767897156765,"warning ""workspace-aggregator-8d0c48a9-eccf-4389-b95a-3b2056f09020 > amplify-category-api-e2e-tests > aws-appsync > redux-thunk@2.4.2"" has incorrect peer dependency ""redux@^4"".
"
1767897156765,"warning ""workspace-aggregator-8d0c48a9-eccf-4389-b95a-3b2056f09020 > graphql-transformer-core > @aws-amplify/amplify-cli-core > @aws-amplify/graphql-transformer-interfaces@3.12.0"" has unmet peer dependency ""constructs@^10.3.0"".
"
1767897156765,"warning ""workspace-aggregator-8d0c48a9-eccf-4389-b95a-3b2056f09020 > amplify-category-api-graphql-transformers-e2e-tests > @aws-amplify/amplify-appsync-simulator > graphql-iso-date@3.6.1"" has incorrect peer dependency ""graphql@^0.5.0 || ^0.6.0 || ^0.7.0 || ^0.8.0-b || ^0.9.0 || ^0.10.0 || ^0.11.0 || ^0.12.0 || ^0.13.0 || ^14.0.0"".
"
1767897156765,"warning ""workspace-aggregator-8d0c48a9-eccf-4389-b95a-3b2056f09020 > amplify-category-api-e2e-tests > @aws-amplify/amplify-app > @aws-amplify/amplify-frontend-android > graphql-config@2.2.2"" has incorrect peer dependency ""graphql@^0.11.0 || ^0.12.0 || ^0.13.0 || ^14.0.0"".
"
1767897156765,"warning ""workspace-aggregator-8d0c48a9-eccf-4389-b95a-3b2056f09020 > amplify-category-api-e2e-tests > @aws-amplify/amplify-app > @aws-amplify/amplify-frontend-android > graphql-config > graphql-import@0.7.1"" has incorrect peer dependency ""graphql@^0.11.0 || ^0.12.0 || ^0.13.0 || ^14.0.0"".
"
1767897156765,"warning ""workspace-aggregator-8d0c48a9-eccf-4389-b95a-3b2056f09020 > amplify-category-api-e2e-tests > aws-amplify > @aws-amplify/analytics > @aws-sdk/client-firehose > @aws-sdk/middleware-retry > react-native-get-random-values@1.11.0"" has unmet peer dependency ""react-native@>=0.56"".
"
1767897424998,"[4/4] Building fresh packages...
"
1767897451061,"error C:\codebuild\tmp\output\src722\src\github.com\aws-amplify\amplify-category-api
ode_modules
ode-pty: Command failed.
"
1767897451061,"Exit code: 1
"
1767897451061,"Command: node-gyp rebuild
"
1767897451061,"Arguments: 
"
1767897451061,"Directory: C:\codebuild\tmp\output\src722\src\github.com\aws-amplify\amplify-category-api
ode_modules
ode-pty
"
1767897451061,"Output:
"
1767897451061,"gyp info it worked if it ends with ok
"
1767897451061,"gyp info using node-gyp@11.5.0
"
1767897451061,"gyp info using node@24.12.0 | win32 | x64
"
1767897451061,"gyp info find Python using Python version 3.8.10 found at ""C:\Python38\python.exe""
"
1767897451061,"
"
1767897451061,"gyp http GET https://nodejs.org/download/release/v24.12.0/node-v24.12.0-headers.tar.gz
"
1767897451061,"gyp http 200 https://nodejs.org/download/release/v24.12.0/node-v24.12.0-headers.tar.gz
"
1767897451061,"gyp http GET https://nodejs.org/download/release/v24.12.0/SHASUMS256.txt
"
1767897451061,"gyp http GET https://nodejs.org/download/release/v24.12.0/win-x64/node.lib
"
1767897451061,"gyp http 200 https://nodejs.org/download/release/v24.12.0/SHASUMS256.txt
"
1767897451061,"gyp http 200 https://nodejs.org/download/release/v24.12.0/win-x64/node.lib
"
1767897451061,"gyp info find VS using VS2019 (16.11.33529.622) found at:
"
1767897451061,"gyp info find VS ""C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools""
"
1767897451061,"gyp info find VS run with --verbose for detailed information
"
1767897451061,"gyp info spawn C:\Python38\python.exe
"
1767897451061,"gyp info spawn args [
"
1767897451061,"gyp info spawn args 'C:\\codebuild\\tmp\\output\\src722\\src\\github.com\\aws-amplify\\amplify-category-api\
ode_modules\
ode-gyp\\gyp\\gyp_main.py',
"
1767897451061,"gyp info spawn args 'binding.gyp',
"
1767897451061,"gyp info spawn args '-f',
"
1767897451061,"gyp info spawn args 'msvs',
"
1767897451061,"gyp info spawn args '-I',
"
1767897451061,"gyp info spawn args 'C:\\codebuild\\tmp\\output\\src722\\src\\github.com\\aws-amplify\\amplify-category-api\
ode_modules\
ode-pty\\build\\config.gypi',
"
1767897451061,"gyp info spawn args '-I',
"
1767897451061,"gyp info spawn args 'C:\\codebuild\\tmp\\output\\src722\\src\\github.com\\aws-amplify\\amplify-category-api\
ode_modules\
ode-gyp\\addon.gypi',
"
1767897451061,"gyp info spawn args '-I',
"
1767897451061,"gyp info spawn args 'C:\\Users\\ContainerAdministrator\\AppData\\Local\
ode-gyp\\Cache\\24.12.0\\include\
ode\\common.gypi',
"
1767897451061,"gyp info spawn args '-Dlibrary=shared_library',
"
1767897451061,"gyp info spawn args '-Dvisibility=default',
"
1767897451061,"gyp info spawn args '-Dnode_root_dir=C:\\Users\\ContainerAdministrator\\AppData\\Local\
ode-gyp\\Cache\\24.12.0',
"
1767897451061,"gyp info spawn args '-Dnode_gyp_dir=C:\\codebuild\\tmp\\output\\src722\\src\\github.com\\aws-amplify\\amplify-category-api\
ode_modules\
ode-gyp',
"
1767897451061,"gyp info spawn args '-Dnode_lib_file=C:\\\\Users\\\\ContainerAdministrator\\\\AppData\\\\Local\\\
ode-gyp\\\\Cache\\\\24.12.0\\\\<(target_arch)\\\
ode.lib',
"
1767897451061,"gyp info spawn args '-Dmodule_root_dir=C:\\codebuild\\tmp\\output\\src722\\src\\github.com\\aws-amplify\\amplify-category-api\
ode_modules\
ode-pty',
"
1767897451061,"gyp info spawn args '-Dnode_engine=v8',
"
1767897451061,"gyp info spawn args '--depth=.',
"
1767897451061,"gyp info spawn args '--no-parallel',
"
1767897451061,"gyp info spawn args '--generator-output',
"
1767897451061,"gyp info spawn args 'C:\\codebuild\\tmp\\output\\src722\\src\\github.com\\aws-amplify\\amplify-category-api\
ode_modules\
ode-pty\\build',
"
1767897451061,"gyp info spawn args '-Goutput_dir=.'
"
1767897451061,"gyp info spawn args ]
"
1767897451061,"gyp info spawn C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\MSBuild\Current\Bin\MSBuild.exe
"
1767897451061,"gyp info spawn args [
"
1767897451061,"gyp info spawn args 'build/binding.sln',
"
1767897451061,"gyp info spawn args '/clp:Verbosity=minimal',
"
1767897451061,"gyp info spawn args '/nologo',
"
1767897451061,"gyp info spawn args '/nodeReuse:false',
"
1767897451061,"gyp info spawn args '/p:Configuration=Release;Platform=x64'
"
1767897451061,"gyp info spawn args ]
"
1767897451061,"Building the projects in this solution one at a time. To enable parallel build, please add the ""-m"" switch.
"
1767897451061,"C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\MSBuild\Microsoft\VC\v160\Microsoft.CppBuild.targets(486,5): error MSB8040: Spectre-mitigated libraries are required for this project. Install them from the Visual Studio installer (Individual components tab) for any toolsets and architectures being used. Learn more: https://aka.ms/Ofhn4c [C:\codebuild\tmp\output\src722\src\github.com\aws-amplify\amplify-category-api
ode_modules
ode-pty\build\deps\winpty\src\winpty-agent.vcxproj]
"
1767897451061,"C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\MSBuild\Microsoft\VC\v160\Microsoft.CppBuild.targets(486,5): error MSB8040: Spectre-mitigated libraries are required for this project. Install them from the Visual Studio installer (Individual components tab) for any toolsets and architectures being used. Learn more: https://aka.ms/Ofhn4c [C:\codebuild\tmp\output\src722\src\github.com\aws-amplify\amplify-category-api
ode_modules
ode-pty\build\deps\winpty\src\winpty.vcxproj]
"
1767897451061,"gyp ERR! build error 
"
1767897451061,"gyp ERR! stack Error: `C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\MSBuild\Current\Bin\MSBuild.exe` failed with exit code: 1
"
1767897451061,"gyp ERR! stack at ChildProcess.<anonymous> (C:\codebuild\tmp\output\src722\src\github.com\aws-amplify\amplify-category-api
ode_modules
ode-gyp\lib\build.js:219:23)
"
1767897451061,"gyp ERR! stack at ChildProcess.emit (node:events:508:28)
"
1767897451061,"gyp ERR! stack at ChildProcess._handle.onexit (node:internal/child_process:294:12)
"
1767897451061,"gyp ERR! System Windows_NT 10.0.17763
"
1767897451061,"gyp ERR! command ""C:\\Program Files\
odejs\
ode.exe"" ""C:\\codebuild\\tmp\\output\\src722\\src\\github.com\\aws-amplify\\amplify-category-api\
ode_modules\
ode-gyp\\bin\
ode-gyp.js"" ""rebuild""
"
1767897451061,"gyp ERR! cwd C:\codebuild\tmp\output\src722\src\github.com\aws-amplify\amplify-category-api
ode_modules
ode-pty
"
1767897451061,"gyp ERR! node -v v24.12.0
"
1767897451061,"gyp ERR! node-gyp -v v11.5.0
"
1767897451061,"gyp ERR! not ok
"
1767897451061,"info Visit https://yarnpkg.com/en/docs/cli/install for documentation about this command.
"
1767897451061,"error Command failed with exit code 1.
"
1767897451061,"info Visit https://yarnpkg.com/en/docs/cli/run for documentation about this command.
"
1767897451061,"error Command failed with exit code 1.
"
1767897451061,"info Visit https://yarnpkg.com/en/docs/cli/run for documentation about this command.
"
1767897451061,"
"
1767897451061,"[Container] 2026/01/08 18:37:30.685736 Command did not exit successfully yarn run production-build exit status 1
"
1767897451061,"[Container] 2026/01/08 18:37:31.046622 Phase complete: BUILD State: FAILED
"
1767897451061,"[Container] 2026/01/08 18:37:31.048662 Phase context status code: COMMAND_EXECUTION_ERROR Message: Error while executing command: yarn run production-build. Reason: exit status 1
"
1767897451061,"[Container] 2026/01/08 18:37:31.091977 Entering phase POST_BUILD
"
1767897451061,"[Container] 2026/01/08 18:37:31.097921 Phase complete: POST_BUILD State: SUCCEEDED
"
1767897451061,"[Container] 2026/01/08 18:37:31.099826 Phase context status code:  Message: 
"
1767897453115,"[Container] 2026/01/08 18:37:32.383942 Expanding base directory path: .
"
1767897453115,"[Container] 2026/01/08 18:37:32.746725 Assembling file list
"
1767897453115,"[Container] 2026/01/08 18:37:32.749107 Expanding .
"
1767897453115,"[Container] 2026/01/08 18:37:33.120910 Expanding file paths for base directory .
"
1767897453115,"[Container] 2026/01/08 18:37:33.123083 Assembling file list
"
1767897453115,"[Container] 2026/01/08 18:37:33.124698 Expanding shared-scripts.sh
"
1767897455143,"[Container] 2026/01/08 18:37:33.494586 Found 1 file(s)
"
1767897455143,"[Container] 2026/01/08 18:37:33.666105 Set report auto-discover timeout to 5 seconds
"
1767897455143,"[Container] 2026/01/08 18:37:33.669808 Expanding base directory path:  .
"
1767897455143,"[Container] 2026/01/08 18:37:34.031905 Assembling file list
"
1767897455143,"[Container] 2026/01/08 18:37:34.032605 Expanding .
"
1767897455143,"[Container] 2026/01/08 18:37:34.398959 Expanding file paths for base directory .
"
1767897455143,"[Container] 2026/01/08 18:37:34.400095 Assembling file list
"
1767897455143,"[Container] 2026/01/08 18:37:34.403283 Expanding **/*
"
1767897459109,"[Container] 2026/01/08 18:37:38.670166 Report auto-discover timed out after 5 seconds of searching
"
1767897459109,"[Container] 2026/01/08 18:37:38.671626 Phase complete: UPLOAD_ARTIFACTS State: SUCCEEDED
"
1767897459109,"[Container] 2026/01/08 18:37:38.674240 Phase context status code:  Message: 
"
